Question Number,Questions,A1,A2,A3,A4,Correct Answer
Q 275.,After how many days real estate developer should register the sale transaction in the Dubai land department (Oqood),(a)  After 30 days,(b)  Within 60 days,(c)  Within 1 year,(d)  Registration not required,Answer: (b)
Q 276.,Which are the factors specifying broker classification?,(a)  Broker experience,(b)  Total closed deals,(c)  Diploma in real estate,(d)  All answers are correct,Answer: (d)
Q 277.,which of the following areas is strictly Non-freehold areas?,(a)  Mizhar 1,(b)  Sports City,(c)  Dubai Marina,(d)  Dubai Silicon Oasis,Answer: (a)
Q 278.,Can a broker initiate a contract between a seller and buyer for a sales transaction without verifying ownership?,"(a)  Yes, verification of ownership is required for sale and lease transactions",(b)  Verification of ownership is required only when entering into a contract between a lessor and lessee for a lease transaction but not when initiating a contract between a seller and buyer for a sale transaction,"(c)  No, it is not within his competence",,Answer: (a)
Q 279.,Broker fee shall be determined by agreement. If there is no agreement the fees shall be:,(a)  As specified by the Buyer,(b)  As specified by the seller.,(c)  By 1%,(d)  According to prevailing practice (custom),Answer: (d)
Q 280.,The Broker is entitled to the commission:,(a)  Upon successful completion of the transaction and transfer of ownership,(b)  Upon signing the sales agreement between the seller and buyer,(c)  Upon finding a buyer willing to meet the seller terms,,Answer: (a)
Q 281.,A broker can not represent both parties: the buyer and a seller in a real estate transaction unless:,(a)  Seller designates the broker on an exclusive basis by signing Form A,(b)  This is fully disclosed to both parties.,(c)  Buyer appoints the broker on an exclusive basis by signing Form B.,(d)  All of them,Answer: (b)
Q 282.,The broker may cancel the sales agreement (F contract) without the consent of the buyer and seller,(a)  Correct,(b)  Incorrect,,,Answer: (b)
Q 283.,Ahmed lists his property for 60 days exclusively with ABC Properties LLC and agrees to pay ABC 2% commission. This means:,(a)  Ahmed does not have to pay any commission to ABC Properties LLC,(b)  Ahmed does not have to pay the commission to ABC Properties LLC if he sells his property himself within the 60 days,(c)  Ahmed has to pay the commission to ABC Properties LLC even if he (himself) sells his property within the 60 days,,Answer: (c)
Q 284.,A listing is a written authorization by the owner/s of the property to the real estate brokerage office to market and sell the property to qualified buyers under the agreed terms of the listing.,(a)  Correct,(b)  Incorrect,,,Answer: (a)
Q 285.,"Valuation charges requested by the buyer mortgage bank, is the responsibility of the seller.",(a)  Correct,(b)  Incorrect,,,Answer: (b)
Q 286.,"An early loan settlement fee charged by the bank is the responsibility of the seller not the buyer, unless agreed differently.",(a)  Correct,(b)  Incorrect,,,Answer: (a)
Q 287.,Can a broker initiate a contract between a landlord and tenant for a leasing transaction without verifying ownership?,"(a)  No, ownership verification is required.","(b)  Yes, verifying ownership is not required for leasing transactions",(c)  Verifying ownership is only required when initiating a contract between a seller and buyer for a sales transaction but is not required when initiating a contract between a landlord and tenant for a leasing transaction,,Answer: (a)
Q 288.,"If expired contract F is signed between owners/ buyers, then the broker found a new investor buying at a better amount, can he sign contract A with him?",(a)  Sometimes,(b)  Yes,(c)  No,(d)  None of them,Answer: (b)
Q 289.,Is it possible to make new contract A on property that has expired contract F and does not have active contract A or B?,(a)  Yes,(b)  No,(c)  Sometimes,(d)  None of the answers are correct,Answer: (a)
Q 290.,"Who creates contract F, seller broker or buyer broker?",(a)  Seller broker,(b)  Buyer broker,(c)  Seller,(d)  Buyer,Answer: (a)
Q 291.,Who approves contract A of property that has three owners?,(a)  All owners,(b)  Owner with highest share,(c)  Owner with lowest share,(d)  No need for owners approval to make contract A,Answer: (a)
Q 292.,What is the difference between MLS numbers of property in Dubai listed on 3 market places in Dubai?,(a)  No difference,(b)  Completely different,(c)  Mls is not required always,(d)  None of the answers are correct,Answer: (a)
Q 293.,"If portal A is listing property with MLS number 7116052600, portal B is listing property with MLS number 7116052613. What is the relation between the properties on portal A and B?",(a)  Different properties,(b)  Same property,(c)  Sometimes same property,(d)  None of the answers are correct,Answer: (a)
Q 294.,Why do we use smart contract for property marketing and sales in Dubai?,(a)  All answers are correct,(b)  To protect owner of property,(c)  To protect broker's rights,(d)  Regulate the real estate market,Answer: (a)
Q 295.,"If three owners are owning property, one decided to sell his share, contract A between broker and owner will include whom?",(a)  All owner should approve selling one his share,(b)  Owner selling his share only,(c)  Contract a is not required for partial sale,(d)  Contract a is automatically sending to selling owner only,Answer: (a)
Q 296.,What is the norm for broker's commission percentage for real estate property sale?,"(a)  1% from the seller, 1% from the buyer",(b)  4% from the seller,(c)  4% from the buyer,"(d)  Different from cases to case, it depends on the agreement between broker, owner and buyer",Answer: (a)
Q 297.,What is the broker's commission percentage for real estate property sale?,"(a)  Different from cases to case, it depends on the agreement between broker, owner and buyer",(b)  4% from the seller,"(c)  1% from the seller, 1% from the buyer",(d)  4% from the buyer,Answer: (a)
Q 298.,What happens to active contracts incase broker has left the real estate office working to?,(a)  Broker contracts can be transferred to an active broker from the same company through tracheas system,(b)  Broker must cancel all active contracts,"(c)  In case broker is shifting to another real estate office, he can route the contracts to the new office",(d)  None of the answers are correct,Answer: (a)
Q 299.,How many contract A can be created on a property?,(a)   maximum 3 active contracts can be created on a property by different real estate offices,(b)   maximum 3 active contracts can be created on a property by same real estate office,(c)  No limit on active contracts that can be created on a property by same real estate office,(d)  No limit on active contracts that can be created on a property by different real estate office,Answer: (a)
Q 300.,When can broker raise dispute on contract F?,(a)  Contract f must be expired,(b)  Contract f must be active,(c)  Anytime,(d)  None of the answers are correct,Answer: (a)
Q 301.,Who pays the fee of contract A between the broker and owner?,(a)  No fee for making contract a,(b)  All owners,(c)  Broker,(d)  Both broker and owners - 50% each,Answer: (a)
Q 302.,Who pays the fee of contract B between the broker and buyer?,(a)  No fee for making contract b,(b)  All buyers,(c)  Broker,(d)  Both broker and owners - 50% each,Answer: (a)
Q 303.,Who pays the fee of contract F between the owner and buyer?,(a)  No fee for making contract f,(b)  All owners,(c)  All buyers,(d)  Owner and buyer brokers - 50% each,Answer: (a)
Q 304.,Who initiates contract A?,(a)  Sellers' broker,(b)  Buyer,(c)  Buyers' broker,(d)  Seller,Answer: (a)
Q 305.,Which parts are included in contract A?,"(a)  Owner details, property details, property financial information, seller broker details, terms and conditions, seller digital approval, tenancy information, property financial information","(b)  Owner details, property details, property financial information, terms and conditions, buyer details, , seller digital approval, tenancy information, property financial information","(c)  Owner details,  property details, property financial information, buyer details, seller broker details, terms and conditions, seller digital approval, tenancy information, property financial information",(d)  None of the answers are correct,Answer: (a)
Q 306.,Which parts are included in contract B?,"(a)  Buyer address information, domestic information, abroad information, emergency contact information","(b)  Start and end date, buyers share details, property information, buyer digital approval, seller information","(c)  Buyer address information, domestic information, abroad information, seller digital information, emergency contact information",(d)  None of the answers are correct,Answer: (a)
Q 307.,"Which parts are in contract A, B together?","(a)  Property details, tenancy details, finance information details","(b)  Property details, tenancy details, buyer information, seller information, finance information details","(c)  Property details, tenancy details, seller information, finance information details","(d)  Property details, tenancy details, buyer information,  finance information details",Answer: (a)
Q 308.,Is it required to mention in contract A who will be available at time of registration property sale at RT office?,(a)  Yes,(b)  No,(c)  Sometimes,(d)  All answers are correct,Answer: (a)
Q 309.,Is it required to mention in contract B who will be available at time of registration property sale at RT office?,(a)  Yes,(b)  No,(c)  Sometimes,(d)  All answers are correct,Answer: (a)
Q 310.,Is it mandatory to enter in contract A the average service charge amount (if not applicable to the property)?,(a)  Yes,(b)  No,(c)  Sometimes,(d)  None of the answers are correct,Answer: (a)
Q 311.,What is the maximum duration value of contract A?,(a)  1 year,(b)  2 months,(c)  1 day,(d)  No limit,Answer: (a)
Q 312.,What is the maximum duration value of contract B?,(a)  1 year,(b)  2 months,(c)  1 day,(d)  No limit,Answer: (a)
Q 313.,"If contract F is generated and any of the parties (owners/ sellers) refused to show up at registration trustee office for sale registration, when broker can raise dispute from Dubai brokers?",(a)  When contract F is expired,(b)  Any time contract F is active,(c)  When property is sold by the owner,(d)  None of the answers are correct,Answer: (a)
Q 314.,Does contract B allow entry for multi buyers?,(a)  Yes,(b)  No,"(c)  Yes, only the residents with Emirates ID","(d)  Yes, only for completed properties",Answer: (a)
Q 315.,Is the price registered in contract B is not a final price?,(a)  Yes,(b)  No,(c)  Yes if approved by buyer broker,(d)  None of the answers are correct,Answer: (a)
Q 316.,Is it possible to know the office registration number of buyer's broker from any of smart contracts?,(a)  Yes,(b)  No,(c)  Office registration number is not required on any of smart contracts,(d)  None of the answers are correct,Answer: (a)
Q 317.,Which smart contract will initiate creation of contract F?,(a)  Contract A,(b)  Contract B,(c)  Contract I,(d)  Contract F,Answer: (a)
Q 318.,How many active contracts F that can b created on one property?,(a)  1,(b)  2,(c)  3,(d)  Unlimited,Answer: (a)
Q 319.,Is it mandatory to modify Buyer's broker commission in contract F?,(a)  No,(b)  Sometimes,(c)  Yes,"(d)  No commission is mentioned in contract f, it is only in contract a and b",Answer: (a)
Q 320.,What is the maximum commission percentage allowed on contract A?,(a)  20% from seller,(b)  2% from seller,(c)  5% from seller,(d)  None of the answers are correct,Answer: (a)
Q 321.,Which contract is required as mandatory step for generating smart permit on real estate market places?,(a)  Contract A,(b)  Contract I,(c)  Contract B,(d)  Contract F,Answer: (a)
Q 322.,Are active contracts not registered in Ejari are shown in contract A?,(a)  No,"(b)  Yes, must be uploaded","(c)  Yes, auto populated",(d)  None of the answers are correct,Answer: (a)
Q 323.,What is the default duration value of contract A?,(a)  2 months,(b)  1 year,(c)  1 day,(d)  No limit,Answer: (a)
Q 324.,What is the default duration value of contract B?,(a)  2 months,(b)  1 year,(c)  1 day,(d)  No limit,Answer: (a)
Q 325.,"If the result of dispute on expired contract F did not receive resolution in front of ……………………………… representative, then the claimant should proceed for ……………………………… to find resolution.","(a)  Dubai Land Department, Dubai Courts","(b)  Dubai Courts, Dubai Land Department","(c)  Real estate office, Dubai Land Departments",(d)  None of the answers are correct,Answer: (a)
Q 326.,Does contract F allow entry for extra owners?,(a)  No,(b)  Yes,"(c)  Yes, only the residents with Emirates ID","(d)  Yes, only for completed properties",Answer: (a)
Q 327.,Is the price registered in contract B is the final price?,(a)  No,(b)  Yes,(c)  Yes if approved by buyer broker,(d)  None of the answers are correct,Answer: (a)
Q 328.,Is it possible to create contract F without having contract B?,(a)  Yes,(b)  Sometimes,(c)  No,(d)  None of the answers are correct,Answer: (a)
Q 329.,Does contract F require approval from admin in Trakheesi prior sending it to approval by seller or buyer?,(a)  Some times,(b)  No,(c)  Yes,(d)  None of the answers are correct,Answer: (a)
Q 330.,When is contract F is active?,(a)  When approved by both parties (seller/ buyer),(b)  When approved by Trakheesi admin,(c)  When the expiry date is not expired,(d)  One week before property sale registration date,Answer: (a)
Q 331.,Does buyer's broker approves contract F too?,(a)  No,(b)  Yes,(c)  Sometimes,(d)  All answers are correct,Answer: (a)
Q 332.,Who does contract A for minors (less than 18 years)?,(a)  Representative,(b)  Father,(c)  Mother,(d)  None of the answers are correct,Answer: (a)
Q 333.,Who does contract B for minors (less than 18 years)?,(a)  Representative,(b)  Father,(c)  Mother,(d)  None of the answers are correct,Answer: (a)
Q 334.,Which contract is having the final selling price of the property?,(a)  Contract F,(b)  Contract A,(c)  Contract B,(d)  Contract I,Answer: (a)
Q 335.,What is the minimum duration value of contract A?,(a)  1 day,(b)  1 year,(c)  2 months,(d)  No limit,Answer: (a)
Q 336.,What is the minimum duration value of contract B?,(a)  1 day,(b)  1 year,(c)  2 months,(d)  No limit,Answer: (a)
Q 337.,Is owner consent is required after modification for an approved contract A earlier?,"(a)  Yes, all the times",(b)  No,(c)  Sometimes,(d)  If owner is less than 18 years old,Answer: (a)
Q 338.,How contract A getting activated by the owner?,"(a)  Owner get token to access the contract on his email and mobile only, then review the contract and decide to approve or reject",(b)  Owner reviews the contract and select approve,"(c)  Owner get token to access the contract on his email only, then review the contract and decide to approve or reject","(d)  Owner get token to access the contract on his mobile only, then review the contract and decide to approve or reject",Answer: (a)
Q 339.,How many properties I can add in contract A?,(a)  Only one title deed per contract,(b)  5 units and unlimited villas,(c)  1 building with unlimited units,(d)  Unit count is different between freehold and non freehold,Answer: (a)
Q 340.,Smart contracts A or B will not be used in the following scenario:,(a)  Sale does not involve brokers,(b)  Owner broker same as buyer broker,(c)  Owner broker is difference than buyer broker,(d)  Owner or buyer is global customer not in Dubai,Answer: (a)
Q 341.,How does individual resident property owner update his mobile number to access digital services?,(a)  The Federal Authority for Identity and Citizenship (ICA),(b)  Registration trustee,(c)  Property trustee,(d)  Dubai Land Department,Answer: (a)
Q 342.,Who initiates contract B?,(a)  Buyers' broker,(b)  Buyer,(c)  Sellers' broker,(d)  Seller,Answer: (a)
Q 343.,Is it possible to modify seller's broker commission in contract F before signing the contract?,(a)  Yes,(b)  No,(c)  Sometimes,"(d)  No commission is mentioned in contract f, it is only in contract a and b",Answer: (a)
Q 344.,Is it possible to modify Buyer's broker commission in contract F before signing the contract?,(a)  Yes,(b)  No,(c)  Sometimes,"(d)  No commission is mentioned in contract f, it is only in contract a and b",Answer: (a)
Q 345.,Which smart contract will hold the required documents needed at the registration trustee office?,(a)  Contract F,(b)  Contract A,(c)  Contract B,(d)  None of the answers are correct,Answer: (a)
Q 346.,Who specifies in smart contracts the documents required at registration trustee office?,"(a)  System, auto generated depending on procedure type",(b)  Seller's broker,(c)  Buyer's broker,(d)  None of the answers are correct,Answer: (a)
Q 347.,Which of the following steps is required for making contract A?,(a)  All answers are correct,(b)  Property information,(c)  Owner information,(d)  Commission and duration of the contract,Answer: (a)
Q 348.,What is the minimum commission percentage allowed on contract A?,(a)  None of the answers are correct,(b)  2% from seller,(c)  20% from seller,(d)  5% from seller,Answer: (a)
Q 349.,Can the seller broker change owners contact information on contract A unconditional?,(a)  NOC is required signed by the owner,(b)  Yes,(c)  NOC is required signed by the broker and the owner,(d)  NOC is required signed by the broker,Answer: (a)
Q 350.,How many properties I can add in contract B?,(a)  None of the answers are correct,(b)  5 units and unlimited villas,(c)  1 building with unlimited units,(d)  Unit count is different between freehold and non freehold,Answer: (a)
Q 351.,What is the penalty on broker who updates owner information wrong on contract A that is not owner contact?,(a)  All answers are correct,(b)  AED 50K fine,(c)  Seize from brokerage for 6 months,(d)  Case will b raised against him in general prosecution,Answer: (a)
Q 352.,What is the penalty on broker who updates owner information wrong on contract A that is owner contact?,(a)  None of the answers are correct,(b)  AED 50K fine,(c)  Seize from brokerage for 6 months,(d)  Case will b raised against him in general prosecution,Answer: (a)
Q 353.,"When creating contract F, what the maximum mortgage period that can be specified?",(a)  Should be with contract F expiry period,(b)  No limit,(c)  Should within contract a expiry period,(d)  Should be within contract b expiry period,Answer: (a)
Q 354.,Which contract will have the payment plan of the property?,(a)  Contract F,(b)  Contract A,(c)  Contract B,(d)  Contract I,Answer: (a)
Q 355.,Where does DLD registration fees amount distribution between buyer and seller is mentioned?,(a)  Contract F,(b)  Contract A,(c)  Contract B,(d)  Contract I,Answer: (a)
Q 356.,Is it permissible for the buyer's broker reject contract F too?,(a)  None of the answers are correct,(b)  Yes,(c)  No,(d)  Sometimes,Answer: (a)
Q 357.,How does contract F help in accelerating the process of property registration?,(a)  All answers are correct,(b)  MOU is digitally provided,(c)  Parties information are pulled from contract avoiding duplicate entry,(d)  Required documents are pulled systematically reducing upload time,Answer: (a)
Q 358.,"When a broker working for Real Estate Company A moves to Real Estate Company B, what happens to the listings the broker took while at Real Estate Company A?",(a)  The listings belong to real estate company A.,(b)  The listings belong to real estate company B,(c)  The listings will be voided,(d)  The listings are considered null.,Answer: (a)
Q 359.,"When a broker working for Real Estate Company B moves to Real Estate Company A, what happens to the listings the broker took while at Real Estate Company B?",(a)  The listings belong to real estate company B.,(b)  The listings belong to real estate company A,(c)  The listings will be voided,(d)  The listings are considered null.,Answer: (a)
Q 360.,Which of the following BEST describes an invalid contract?,(a)  A may be valid contract,(b)  Unsigned contract,(c)  A contract missing legal clauses,(d)  An accepted contract,Answer: (a)
Q 361.,What is the best definition for a document in which a property owner contracts with a real estate broker to find a buyer for the owner's property?,(a)  Contract A,(b)  Contract B,(c)  Contract I,(d)  Contract F,Answer: (a)
Q 362.,"If a broker resigns from the office where he is working and joins another office, what happens to active contract A with an owner?",(a)  Original real estate office will assign another broker in place of resigned one.,(b)  Broker can continue the contract with the new office,(c)  Contract will be cancelled,(d)  Owner must cancel the contract with original real estate office.,Answer: (a)
Q 363.,"If a broker resigns from the office where he is working and joins another office, what happens to active contract F with an owner?",(a)  Original real estate office will assign another broker in place of resigned one.,(b)  Broker can continue the contract with the new office.,(c)  Contract will be cancelled,(d)  Owner must cancel the contract with original real estate office.,Answer: (a)
Q 364.,How can an owner know that his broker of contract A has resigned and left the office where he is working and that a new broker has been assigned?,(a)  Notification is sent to the owner from Trakheesi system.,(b)  Original broker must inform the owner that he resigned from the company and new broker is assigned on the deal.,(c)  Owner will receive call from registration trustee informing him of the broker change.,(d)  Notification will appear in his Dubai REST application,Answer: (a)
Q 365.,How can an owner know that his broker of contract F has resigned and left the office where he is working and that a new broker has been assigned?,(a)  Notification is sent to the owner from Trakheesi system.,(b)  Original broker must inform the owner that he resigned from the company and new broker is assigned on the deal.,(c)  Owner will receive call from registration trustee informing him of the broker change.,(d)  Notification will appear in his Dubai REST application,Answer: (a)
Q 366.,"As a listing real estate agent, what obligations do you owe to an unrepresented buyer?",(a)  Honesty and fairness,(b)  Loyalty,(c)  Confidentiality,(d)  Minimum viable information required.,Answer: (a)
Q 367.,What is the document that identifies the relationship between the broker and the seller?,(a)  Contract A,(b)  Contract b,(c)  Non-disclosure agreement,(d)  Exclusive real estate contract,Answer: (a)
Q 368.,What statements serve the purpose of smart contracts?,(a)  It serves as a reference for guidance in contract disputes.,(b)  It does not identify negotiable method as formal contracts.,(c)  Its goal is to create a uniform system for relation between broker and owner.,(d)  Present unified contracts to be used.,Answer: (a)
Q 369.,"A real estate broker when engaging for a real estate transaction, he should disclose real estate license information explaining one of the following:",(a)  To which real estate office he is working,(b)  The commission rate agreed with the seller,(c)  Real estate office owner name,(d)  Real estate office partners split,Answer: (a)
Q 370.,What is the agreement that safeguards the real estate brokers commission when the property owner is willing to enlist their property for sale?,(a)  Contract A,(b)  Contract B,(c)  Contract F,(d)  Contract I,Answer: (a)
Q 371.,How many approvals are required for contract F if the number of property owners is 3 and the number of buyers is 2?,(a)  5,(b)  3,(c)  2,(d)  6,Answer: (a)
Q 372.,What is the number of approvals required for contract F if the number of property owners is 2 and the number of buyers is 1?,(a)  3,(b)  5,(c)  2,(d)  1,Answer: (a)
Q 373.,What are the smart contract types used in selling real estate property in Dubai?,"(a)  A, B, F","(b)  A, B","(c)  B, F","(d)  A, F",Answer: (a)
Q 374.,Which smart contract represents the agreement between the buyer and the broker?,(a)  b,"(b)  A, B",(c)  F,(d)  A,Answer: (a)
Q 375.,What is the maximum number of contract A that can be generated for a real estate property in Dubai?,(a)  A maximum of 3 active contracts can be created on a property by different real estate offices,(b)  There is no limit to the active contracts that can be created on the property by the same real estate office,(c)  There is no limit to the active contracts that can be created on the property by different real estate offices,(d)  A maximum of 4 active contracts can be created on a property by one real estate office,Answer: (a)
Q 376.,"If the broker resigns from the office where he was working and joins another office, what happens to the active contract F with the owner?",(a)  Original real estate office will assign another broker in place of resigned one,(b)  Broker can continue the contract with the new office,(c)  Contract will be cancelled,(d)  Owner must cancel the contract with original real estate office,Answer: (a)
Q 377.,Which of the subsequent smart contract details and documents are utilized at the registration trustee office for property sale registration?,(a)  Contract F,(b)  Contract A,(c)  Contract B,(d)  عقد I,Answer: (a)
Q 378.,How can we activate contract F?,(a)  When all sellers/ buyers approve it,(b)  When all parties including brokers approves it,(c)  When Dubai Land Department admin approves it,(d)  When the NOC of the properties issued by management company,Answer: (a)
Q 379.,"If tenant and landlord have a dispute over rent, which cannot be resolved by themselves, the legal option is to bring the matter to:",(a)  Rental Dispute Center,(b)  Dubai Real Estate Institute,(c)  Real Estate Regulatory Authority,,Answer: (a)
Q 380.,"If a tenant receives a documented judicial notice for an increment 2 months before the contract expiry, what would happen?",(a)  Owner cannot increase as the warning should be at least 3 months prior to contract expiry.,(b)  Owner can apply increase according to rental index of Dubai,(c)  Owner can increase 10%,(d)  Owner may evict the tenant if refused the increase according to RERA index.,Answer: (a)
Q 381.,"If a tenancy contract is about to expire, and neither the owner nor the tenant has advised on rent change or eviction plan, and the tenant needs Ejari, but the owner is not responding, what should the tenant do?",(a)  Visit or apply online offers and deposit request on the rental dispute center system.,(b)  Raise a primary case in RDC system,(c)  Leave the place and keep the key with the watchman.,(d)  Send judicial notice to the owner requesting for contract renewal.,Answer: (a)
Q 382.,What are the types of rental dispute cases raised in the rental dispute center?,(a)  Financial obligations and evictions.,(b)  Financial obligations,(c)  Eviction,(d)  Rental index is unfair for property price.,Answer: (a)
Q 383.,Which of the following reasons does not reasonably justify an owner's request to evict a tenant?,(a)  The owner found a tenant with a higher payoff.,(b)  Owner wants to sell the property.,(c)  New owner wants to live in the property,(d)  The existent owner wants to live on the property.,Answer: (a)
Q 384.,"If a tenant's leasing cheque is bounced more than once, where should I file a case requesting cheque settlement or eviction, considering my lease contract is for a school of 20 years?",(a)  Dubai police,(b)  Rental dispute center,(c)  Dubai courts,(d)  Dubai municipality,Answer: (a)
Q 385.,"Tenant leasing cheque is bounced more than one time, where do I file case requesting cheque settlement or eviction considering my lease contract is for school of 7 years?",(a)  Rental dispute center,(b)  Dubai police,(c)  Dubai courts,(d)  Dubai municipality,Answer: (a)
Q 386.,"If owner evicted a tenant from his residential unit for his own use or his first-degree relatives and then decided to lease it again, what is the minimum duration he cannot lease the property to other than the aforementioned personals?",(a)  3 years,(b)  2 years,(c)  6 months,(d)  No restriction,Answer: (a)
Q 387.,"If owner evicted a tenant from his residential villa for his own use or his first-degree relatives and then decided to lease it again, what is the minimum duration he cannot lease the property to other than the aforementioned personals?",(a)  2 years,(b)  3 years,(c)  6 months,(d)  No restriction,Answer: (a)
Q 388.,"If owner evicted a tenant from his commercial unit for his own use or his first-degree relatives and then decided to lease it again, what is the minimum duration he cannot lease the property to other than the aforementioned personals?",(a)  3 years,(b)  2 years,(c)  6 months,(d)  No restriction,Answer: (a)
Q 389.,"If owner evicted a tenant from his residential unit for his own use or his first-degree relatives and then decided to lease it again, what is the minimum duration he cannot lease the property to other than the aforementioned personals?",(a)  2 years,(b)  3 years,(c)  6 months,(d)  No restriction,Answer: (a)
Q 390.,"If the owner evicted a tenant from his residential villa for his own use or his first-degree relatives and then decided to lease it again, the old tenant came to know that the villa is leased again within 2 years, what old tenant can do for this incorrect eviction behaviour from the owner?",(a)  Raise a case in rental dispute centre asking for financial compensation,(b)  Dos not have the right for any compensation,(c)  Ignore the subject as new tenant already occupying with valid tenancy contract,(d)  Raise a case in rental Dubai courts who are in charge of such dispute asking for financial compensation,Answer: (a)
Q 391.,"If the owner evicted a tenant from his commercial villa for his own use or his first-degree relatives and then decided to lease it again, the old tenant came to know that the villa is leased again within 2 years, what old tenant can do for this incorrect eviction behaviour from the owner?",(a)  Raise a case in rental dispute centre asking for financial compensation,(b)  Dos not have the right for any compensation,(c)  Ignore the subject as new tenant already occupying with valid tenancy contract,(d)  Raise a case in rental Dubai courts who are in charge of such dispute asking for financial compensation,Answer: (a)
Q 392.,"If the owner evicted a tenant from his commercial villa for his own use or his first-degree relatives and then decided to lease it again, the old tenant came to know that the villa is leased again after 3 years of his eviction, what old tenant can do for this incorrect eviction behaviour from the owner?",(a)  Dos not have the right for any compensation,(b)  Raise a case in rental dispute centre asking for financial compensation,(c)  Ignore the subject as new tenant already occupying with valid tenancy contract,(d)  Raise a case in rental Dubai courts who are in charge of such dispute asking for financial compensation,Answer: (a)
Q 393.,"If the owner evicted a tenant from his residential villa for his own use or his first-degree relatives and then decided to lease it again, the old tenant came to know that the villa is leased again after 3 years of his eviction, what old tenant can do for this incorrect eviction behaviour from the owner?",(a)  Dos not have the right for any compensation,(b)  Raise a case in rental dispute centre asking for financial compensation,(c)  Ignore the subject as new tenant already occupying with valid tenancy contract,(d)  Raise a case in rental Dubai courts who are in charge of such dispute asking for financial compensation,Answer: (a)
Q 394.,"After my tenancy contract expired without any notice of an increase or eviction, I have been unable to reach the owner to renew the contract. Where should I go to ensure contract renewal and obtain Ejari issuance?",(a)  Apply for offer and deposit service at rental dispute centre in Dubai,(b)  Apply for mediation case at rental dispute centre in Dubai,(c)  Consult a lawyer,(d)  Apply for rental dispute case at rental dispute centre in Dubai,Answer: (a)
Q 395.,"The current annual rent stated in the lease contract for a unit is AED 60,000. When renewing the lease and upon giving 90 days notice, how much can the landlord increase the rent of the unit by, assuming that the average rent of a similar unit in the official rental index is AED 80,000?",(a)  5%,(b)  10%,(c)  25%,(d)  1%,Answer: (b)
Q 396.,"All of these documents are required for a tenant to register the lease in Ejari, except:",(a)  Original unified tenancy contract,(b)  Emirates ID of Tenant,(c)  No objection certificate,,Answer: (c)
Q 397.,When the tenant is ready to move in you should NOT...,(a)  Provide a booklet covering the community rules as determined by the Owners Association,(b)  Conduct a walk-through/ property inspection with the tenant and develop a detailed condition report,"(c)  Demonstrate the safe operation of appliances, fixtures and fittings",(d)  Introduce the tenant to an external maintenance supplier to handle maintenance directly without involving you,Answer: (d)
Q 398.,"When collecting rent from tenants, you should AVOID ?",(a)  Setting the due date for the cheque to the 2nd or 3rd day of each month in order to avoid confusion and excuses related to salary transfers,(b)  Checking the date of each cheque to ensure that it doesn?t fall in a weekend or a long public holiday,(c)  Allowing the tenant to move in before clearing his first cheques from the bank and completing all the official paperwork,(d)  Verifying the signature of the tenant and the way the cheque is written to avoid bounced cheques,Answer: (c)
Q 399.,"When dealing with delayed rental payments, you should not?",(a)  Change the locks of the unit,(b)  Disconnect the utilities of the unit,(c)  Deactivate the access cards,(d)  All answers are correct,Answer: (d)
Q 400.,The tenant subleases the unit after obtaining the written consent of the landlord. In this case:,(a)  The sub-tenant has the right to remain in the unit,(b)  The landlord has the right to vacate the sub-tenant as subleasing is illegal,(c)  The landlord has the right to evict the primary tenant as the subletting is illegal,,Answer: (a)
Q 401.,Sublease means,(a)  A tenant renting to another tenant,(b)  An agent renting to a tenant,(c)  None of the answers are correct,(d)  A landlord leasing to a tenant,Answer: (a)
Q 402.,What license is needed to be able to do leases and sub-leases of properties?,(a)  Management company should have activity type leasing and management of other people's property in their trade license.,(b)  The management company should have real estate management supervision services in their trade license,(c)  Management company should have a valid management contract with the owner and paid-up amount of AED 5m.,(d)  Management company should have all the owners 100% UAE nationals.,Answer: (a)
Q 403.,When does the rental broker have the right to receive down payment from customers for leasing a real estate property?,(a)  Only if broker has delegation from the owner,(b)  Broker is never allowed to receive rent down payment whatsoever,(c)  Broker is having active license,(d)  Broker is classified 5 stars and the office he works to is gold classified.,Answer: (a)
Q 404.,Does the option to extend a lease agreement primarily benefit the tenant or the landlord?,(a)  Lessee,(b)  Lessor,(c)  Both lessee and lessor,(d)  None of them,Answer: (a)
Q 405.,What is the duration needed to evict a tenant for the personal use of a property?,(a)  12 months,(b)  3 Months,(c)  One month,(d)  2 years,Answer: (a)
Q 406.,What is contract rent?,(a)  The amount of rent tenant should pay to the owner,(b)  The market value rent,(c)  The market estimated value rent,(d)  The amount of insurance rent tenant should pay to the owner,Answer: (a)
Q 407.,What is economic rent?,(a)  The market value rent,(b)  The amount of rent tenant should pay to the owner,(c)  The market estimated value rent,(d)  The amount of insurance rent tenant should pay to the owner,Answer: (a)
Q 408.,Which types of lease contracts are permitted to be registered in the Ejari system for properties in Dubai?,(a)  Lease contracts less than 10 years and not hotel apartment,(b)  All lease contracts of properties in Dubai,(c)  All lease contracts of properties in Dubai except hotel apartments,(d)  Lease contracts less than 10 years including hotel apartment,Answer: (a)
Q 409.,What is private rental index?,(a)  The rental index that is generated after applying for rental valuation,(b)  Rental index for Dubai properties only,(c)  Rental index for all emirates properties,(d)  Rental index for compound villas above 10,Answer: (a)
